oid,timestamp,x,y,body_roll,body_pitch,body_yaw,head_roll,head_pitch,head_yaw,other_oid,other_class,labels2
50361,1979.2,496199.08,5406073.608,0,2.46914,107.654,-2.08148,7.80741,155.99,"[50357, 47646, 50332, 50360, 50364, 50365, 50366, 50367, 50361]","[3, 0, 3, 3, 3, 3, 3, 3, 4]",MOTORCYCLIST
50361,1979.3,496199.0186,5406073.414,0,0,97.284,-3.21975,5.92593,150.943,"[50360, 50361, 50332, 50367, 50366, 50365, 50357, 47646, 50364]","[3, 4, 3, 3, 3, 3, 3, 0, 3]",MOTORCYCLIST
50361,1979.4,496198.9684,5406073.274,0,0,108.148,-3.24444,2.85679,136.385,"[50367, 50366, 50365, 50364, 50360, 50357, 50332, 47646, 50361]","[3, 3, 3, 3, 3, 3, 3, 0, 4]",MOTORCYCLIST
50361,1979.5,496198.9158,5406073.171,0,0,105.625,-3.45679,2.96296,138.677,"[50361, 50357, 50332, 47646, 50360, 50364, 50365, 50366, 50367, 50368]","[4, 3, 3, 0, 3, 3, 3, 3, 3, 3]",MOTORCYCLIST
50361,1979.6,496198.8541,5406073.04,0,0,94.321,-1.8,3,126.958,"[50332, 50364, 50360, 50357, 47646, 50361, 50368, 50367, 50366, 50365]","[3, 3, 3, 3, 0, 4, 3, 3, 3, 3]",MOTORCYCLIST
50361,1979.7,496198.808,5406072.853,0,0,89.8765,1.2,-1.1679,121.254,"[50367, 50366, 50365, 50364, 50357, 50332, 47646, 50361, 50368]","[3, 3, 3, 3, 3, 3, 0, 4, 3]",MOTORCYCLIST
50361,1979.8,496198.7713,5406072.664,0,0,90.3704,0,-3.98025,117.891,"[47646, 50361, 50368, 50367, 50366, 50365, 50364, 50332]","[0, 4, 3, 3, 3, 3, 3, 3]",MOTORCYCLIST
50361,1979.9,496198.7647,5406072.513,0,0,90.2173,0,1,116.677,"[47646, 50364, 50332, 50367, 50366, 50361, 50365]","[0, 3, 3, 3, 3, 4, 3]",MOTORCYCLIST
50361,1980,496198.78,5406072.384,0,0,89.9704,0,0,113.002,"[47646, 50364, 50365, 50361, 50370, 50366, 50367, 50332]","[0, 3, 3, 4, 5, 3, 3, 3]",MOTORCYCLIST
50361,1980.1,496198.7717,5406072.225,None,None,None,None,None,None,"[50364, 47646, 50332, 50361, 50370, 50367, 50366, 50365]","[3, 0, 3, 4, 5, 3, 3, 3]",MOTORCYCLIST
50361,1980.2,496198.6924,5406072.057,0,-0.6,96.8,0,0,118.8,"[50370, 47646, 50332, 50364, 50365, 50366, 50367, 50361]","[5, 0, 3, 3, 3, 3, 3, 4]",MOTORCYCLIST
50361,1980.3,496198.5861,5406071.921,0,0,97.6,0,0,134,"[50361, 50371, 50370, 50367, 50366, 50365, 50364, 50332, 47646]","[4, 3, 5, 3, 3, 3, 3, 3, 0]",MOTORCYCLIST
50361,1980.4,496198.5444,5406071.811,0,0,98.4,0,0,148.8,"[50370, 50371, 50361, 47646, 50332, 50364, 50365, 50366, 50367]","[5, 3, 4, 0, 3, 3, 3, 3, 3]",MOTORCYCLIST
50361,1980.5,496198.4886,5406071.701,0,0,98.8,0,0,154.059,"[50370, 50364, 50367, 50366, 50365, 50332, 47646, 50361, 50371]","[5, 3, 3, 3, 3, 3, 0, 4, 3]",MOTORCYCLIST
50361,1980.6,496198.3785,5406071.599,0,0,105.6,0,0,146,"[50361, 50370, 50367, 50366, 50364, 50332, 47646, 50371]","[4, 5, 3, 3, 3, 3, 0, 3]",MOTORCYCLIST
50361,1980.7,496198.277,5406071.506,0,0,102.222,0,12.2,160.163,"[50361, 50371, 50370, 50367, 50366, 50364, 50332, 47646]","[4, 3, 5, 3, 3, 3, 3, 0]",MOTORCYCLIST
50361,1980.8,496198.1777,5406071.389,0,0,102.716,0,7.6,163.931,"[50364, 50361, 50371, 50370, 50367, 50366, 47646, 50332]","[3, 4, 3, 5, 3, 3, 0, 3]",MOTORCYCLIST
50361,1980.9,496198.1042,5406071.277,None,None,None,None,None,None,"[50332, 50361, 50371, 50370, 50367, 50366, 50364, 47646]","[3, 4, 3, 5, 3, 3, 3, 0]",MOTORCYCLIST
50361,1981,496198.0933,5406071.164,None,None,None,None,None,None,"[50370, 50367, 50366, 50364, 50332, 47646, 50371, 50361]","[5, 3, 3, 3, 3, 0, 3, 4]",MOTORCYCLIST
50361,1981.1,496198.0821,5406071.074,None,None,None,None,None,None,"[47646, 50332, 50364, 50366, 50367, 50370, 50371, 50361]","[0, 3, 3, 3, 3, 5, 3, 4]",MOTORCYCLIST
50361,1981.2,496198.0123,5406070.977,None,None,None,None,None,None,"[47646, 50332, 50364, 50366, 50367, 50370, 50371, 50361]","[0, 3, 3, 3, 3, 5, 3, 4]",MOTORCYCLIST
50361,1981.3,496197.8785,5406070.87,None,None,None,None,None,None,"[50371, 50370, 50332, 47646, 50361, 50367, 50366, 50364]","[3, 5, 3, 0, 4, 3, 3, 3]",MOTORCYCLIST
50361,1981.4,496197.734,5406070.773,None,None,None,None,None,None,"[50361, 50371, 50370, 50367, 50366, 50364, 50332, 47646]","[4, 3, 5, 3, 3, 3, 3, 0]",MOTORCYCLIST
50361,1981.5,496197.5817,5406070.697,None,None,None,None,None,None,"[50364, 47646, 50332, 50366, 50367, 50370, 50371, 50361]","[3, 0, 3, 3, 3, 5, 3, 4]",MOTORCYCLIST
50361,1981.6,496197.4578,5406070.622,None,None,None,None,None,None,"[50370, 50371, 50332, 50364, 47646, 50361, 50366, 50367]","[5, 3, 3, 3, 0, 4, 3, 3]",MOTORCYCLIST
50361,1981.7,496197.356,5406070.545,None,None,None,None,None,None,"[50332, 50366, 50367, 47646, 50364, 50361, 50371, 50370]","[3, 3, 3, 0, 3, 4, 3, 5]",MOTORCYCLIST
50361,1981.8,496197.268,5406070.473,None,None,None,None,None,None,"[50361, 47646, 50332, 50364, 50366, 50367, 50370, 50371]","[4, 0, 3, 3, 3, 3, 5, 3]",MOTORCYCLIST
50361,1981.9,496197.1924,5406070.405,None,None,None,None,None,None,"[50361, 47646, 50332, 50364, 50366, 50367, 50370, 50371]","[4, 0, 3, 3, 3, 3, 5, 3]",MOTORCYCLIST
50361,1982,496197.1295,5406070.34,None,None,None,None,None,None,"[50361, 50371, 50370, 50367, 50366, 47646, 50332, 50364]","[4, 3, 5, 3, 3, 0, 3, 3]",MOTORCYCLIST
50361,1982.1,496197.0795,5406070.282,None,None,None,None,None,None,"[50361, 50371, 50370, 50367, 47646, 50366, 50364, 50332]","[4, 3, 5, 3, 0, 3, 3, 3]",MOTORCYCLIST
50361,1982.2,496197.024,5406070.233,None,None,None,None,None,None,"[50371, 50361, 47646, 50332, 50364, 50366, 50370]","[3, 4, 0, 3, 3, 3, 5]",MOTORCYCLIST
50361,1982.3,496196.9608,5406070.187,None,None,None,None,None,None,"[50371, 47646, 50332, 50364, 50366, 50370, 50361]","[3, 0, 3, 3, 3, 5, 4]",MOTORCYCLIST
50361,1982.4,496196.8852,5406070.149,None,None,None,None,None,None,"[47646, 50332, 50364, 50366, 50370, 50371, 50361]","[0, 3, 3, 3, 5, 3, 4]",MOTORCYCLIST
50361,1982.5,496196.8067,5406070.12,None,None,None,None,None,None,"[50364, 50366, 50370, 50371, 50332, 47646, 50361]","[3, 3, 5, 3, 3, 0, 4]",MOTORCYCLIST
50361,1982.6,496196.735,5406070.096,None,None,None,None,None,None,"[50361, 50371, 50370, 50366, 50364, 50332, 47646]","[4, 3, 5, 3, 3, 3, 0]",MOTORCYCLIST
50361,1982.7,496196.6708,5406070.072,None,None,None,None,None,None,"[47646, 50332, 50364, 50366, 50370, 50371, 50361]","[0, 3, 3, 3, 5, 3, 4]",MOTORCYCLIST
50361,1982.8,496196.5897,5406070.041,None,None,None,None,None,None,"[47646, 50332, 50364, 50366, 50370, 50371, 50361]","[0, 3, 3, 3, 5, 3, 4]",MOTORCYCLIST
50361,1982.9,496196.4901,5406069.996,None,None,None,None,None,None,"[50370, 50364, 50332, 47646, 50361, 50371, 50366]","[5, 3, 3, 0, 4, 3, 3]",MOTORCYCLIST
50361,1983,496196.3839,5406069.952,None,None,None,None,None,None,"[47646, 50332, 50364, 50366, 50370, 50371, 50361]","[0, 3, 3, 3, 5, 3, 4]",MOTORCYCLIST
50361,1983.1,496196.2794,5406069.892,None,None,None,None,None,None,"[50370, 47646, 50332, 50364, 50366, 50361, 50371]","[5, 0, 3, 3, 3, 4, 3]",MOTORCYCLIST
50361,1983.2,496196.1663,5406069.862,None,None,None,None,None,None,"[50332, 50364, 50366, 50370, 50371, 50361, 47646]","[3, 3, 3, 5, 3, 4, 0]",MOTORCYCLIST
50361,1983.3,496196.0563,5406069.841,None,None,None,None,None,None,"[50371, 47646, 50332, 50364, 50370, 50361, 50372]","[3, 0, 3, 3, 5, 4, 3]",MOTORCYCLIST
50361,1983.4,496195.9359,5406069.832,None,None,None,None,None,None,"[50361, 50364, 50332, 47646, 50372, 50371, 50370]","[4, 3, 3, 0, 3, 3, 5]",MOTORCYCLIST
50361,1983.5,496195.8053,5406069.83,None,None,None,None,None,None,"[50371, 47646, 50332, 50364, 50370, 50372, 50361]","[3, 0, 3, 3, 5, 3, 4]",MOTORCYCLIST
50361,1983.6,496195.6958,5406069.836,None,None,None,None,None,None,"[50372, 50361, 47646, 50332, 50364, 50370, 50371]","[3, 4, 0, 3, 3, 5, 3]",MOTORCYCLIST
50361,1983.7,496195.5913,5406069.848,None,None,None,None,None,None,"[50370, 50332, 47646, 50361, 50371, 50364]","[5, 3, 0, 4, 3, 3]",MOTORCYCLIST
50361,1983.8,496195.4898,5406069.858,None,None,None,None,None,None,"[50361, 50371, 50370, 50364, 50332, 47646]","[4, 3, 5, 3, 3, 0]",MOTORCYCLIST
50361,1983.9,496195.3855,5406069.875,None,None,None,None,None,None,"[50364, 50370, 50371, 50361, 47646, 50332]","[3, 5, 3, 4, 0, 3]",MOTORCYCLIST
50361,1984,496195.2667,5406069.895,None,None,None,None,None,None,"[50370, 47646, 50332, 50364, 50361, 50371]","[5, 0, 3, 3, 4, 3]",MOTORCYCLIST
50361,1984.1,496195.1501,5406069.946,None,None,None,None,None,None,"[50361, 50332, 47646, 50371]","[4, 3, 0, 3]",MOTORCYCLIST
50361,1984.2,496195.0244,5406069.923,None,None,None,None,None,None,"[50361, 47646, 50371, 50332]","[4, 0, 3, 3]",MOTORCYCLIST
50361,1984.3,496194.9056,5406069.933,None,None,None,None,None,None,"[47646, 50371, 50361, 50332]","[0, 3, 4, 3]",MOTORCYCLIST
50361,1984.4,496194.7912,5406069.955,None,None,None,None,None,None,"[50332, 47646, 50361]","[3, 0, 4]",MOTORCYCLIST
50361,1984.5,496194.6797,5406069.988,None,None,None,None,None,None,"[50332, 47646, 50361]","[3, 0, 4]",MOTORCYCLIST
50361,1984.6,496194.5519,5406070.043,None,None,None,None,None,None,"[50332, 50361, 47646]","[3, 4, 0]",MOTORCYCLIST
50575,2116.9,495817.3762,5405794,0.6,0,2.4,0,0,0.8,"[47646, 50572, 50573, 50575, 50570]","[0, 1, 3, 4, 3]",MOTORCYCLIST
50575,2117,495817.2913,5405794.177,0,0,16.4,0,0,3.6,"[50573, 50572, 50570, 47646, 50575]","[3, 1, 3, 0, 4]",MOTORCYCLIST
50575,2117.1,495817.2351,5405794.283,0,0,14,0,0,354.4,"[50573, 50572, 50570, 50575, 47646]","[3, 1, 3, 4, 0]",MOTORCYCLIST
50575,2117.2,495817.1667,5405794.409,0,0,3.40012,0,0,354.548,"[50573, 50575, 50572, 50570, 47646]","[3, 4, 1, 3, 0]",MOTORCYCLIST
50575,2117.3,495817.0903,5405794.523,0,0,3.40012,0,-5.90164,352.582,"[50572, 50573, 50570, 50575, 47646]","[1, 3, 3, 4, 0]",MOTORCYCLIST
50575,2117.4,495817.0128,5405794.65,0,0,3.40012,0,-4.91803,354.548,"[47646, 50575, 50572, 50573, 50570]","[0, 4, 1, 3, 3]",MOTORCYCLIST
50575,2117.5,495816.9261,5405794.776,0,0,6.35094,3.44262,-5.40984,355.039,"[47646, 50572, 50570, 50575, 50573]","[0, 1, 3, 4, 3]",MOTORCYCLIST
50575,2117.6,495816.8531,5405794.89,0,0,3.40012,4.91803,-5.40984,354.55,"[50575, 47646, 50570, 50572, 50573]","[4, 0, 3, 1, 3]",MOTORCYCLIST
50575,2117.7,495816.7461,5405795.021,0,0,350,0,0,341.2,"[50573, 50575, 47646, 50572]","[3, 4, 0, 1]",MOTORCYCLIST
50575,2117.8,495816.6531,5405795.132,3.2,0,12,13.3333,-0.424691,41.6,"[50575, 47646, 50572]","[4, 0, 1]",MOTORCYCLIST
50575,2117.9,495816.7299,5405795.252,None,None,None,None,None,None,"[50575, 47646, 50572]","[4, 0, 1]",MOTORCYCLIST
50575,2118,495816.8202,5405795.402,None,None,None,None,None,None,"[47646, 50575, 50572]","[0, 4, 1]",MOTORCYCLIST
50575,2118.1,495816.8094,5405795.537,None,None,None,None,None,None,"[47646, 50572, 50575]","[0, 1, 4]",MOTORCYCLIST
50575,2118.2,495816.8009,5405795.656,0,0,307.6,0,0,236.4,"[50572, 47646, 50575]","[1, 0, 4]",MOTORCYCLIST
50575,2118.3,495816.7783,5405795.791,0,0,358,0,0,355.6,"[50572, 47646, 50575]","[1, 0, 4]",MOTORCYCLIST
50575,2118.4,495816.7326,5405795.944,0,0,335.6,0,0,335.6,"[47646, 50572, 50575]","[0, 1, 4]",MOTORCYCLIST
50575,2118.5,495816.6878,5405796.055,0,0,316.8,0,0,243.6,"[50575, 50572, 47646]","[4, 1, 0]",MOTORCYCLIST
50575,2118.6,495816.6208,5405796.165,0,0,318,-1.6,0,220,"[47646, 50575, 50572]","[0, 4, 1]",MOTORCYCLIST
50575,2118.7,495816.4659,5405796.292,0,0,341.323,0,0.2,331.654,"[47646, 50575, 50572]","[0, 4, 1]",MOTORCYCLIST
50575,2118.8,495816.3905,5405796.443,0,0,306.667,-1,14,276.968,"[47646, 50575, 50572]","[0, 4, 1]",MOTORCYCLIST
50575,2118.9,495816.3263,5405796.59,0,0,319.506,4.6,13.4,266.173,"[50572, 50575, 47646]","[1, 4, 0]",MOTORCYCLIST
50575,2119,495816.1618,5405796.724,0,0,352.123,0,-8.4,9.04691,"[50575, 47646, 50572]","[4, 0, 1]",MOTORCYCLIST
50575,2119.1,495816.1111,5405796.852,2,0,324.4,-9,-3,276.8,"[47646, 50575, 50579, 50572]","[0, 4, 1, 1]",MOTORCYCLIST
50575,2119.2,495816.0963,5405796.963,1.97531,0,324.444,-0.493827,0,293.743,"[50579, 50572, 47646, 50575]","[1, 1, 0, 4]",MOTORCYCLIST
50575,2119.3,495816.0665,5405797.054,0,0,324.938,0,0,291.437,"[50575, 47646, 50572, 50579]","[4, 0, 1, 1]",MOTORCYCLIST
50575,2119.4,495816.0485,5405797.182,0,0,25.2,16.7901,5.77284,33.0765,"[50572, 47646, 50582, 50575, 50579]","[1, 0, 4, 4, 1]",MOTORCYCLIST
50575,2119.5,495815.9236,5405797.31,None,None,None,None,None,None,"[50582, 50575, 47646, 50572]","[4, 4, 0, 1]",MOTORCYCLIST
50575,2119.6,495816.0602,5405797.41,0,0,324.444,0,0,291.837,"[50572, 50575, 47646, 50582]","[1, 4, 0, 4]",MOTORCYCLIST
50575,2119.7,495816.1185,5405797.523,None,None,None,None,None,None,"[50582, 50575, 50572, 47646]","[4, 4, 1, 0]",MOTORCYCLIST
50575,2119.8,495816.167,5405797.63,0,0,322,0,0,315.6,"[50575, 47646, 50572, 50582]","[4, 0, 1, 4]",MOTORCYCLIST
50575,2119.9,495816.2676,5405797.72,0,-4.44444,318.4,0,-0.6,323.2,"[50575, 50572, 47646, 50582]","[4, 1, 0, 4]",MOTORCYCLIST
50575,2120,495816.1549,5405797.914,None,None,None,None,None,None,"[50575, 50582, 50572, 47646]","[4, 4, 1, 0]",MOTORCYCLIST
50575,2120.1,495815.9385,5405798.157,0,0,326,0,0,331.2,"[47646, 50572, 50575, 50582]","[0, 1, 4, 4]",MOTORCYCLIST
50575,2120.2,495815.6452,5405798.293,0,-0.8,323.2,0,-8.8,324,"[47646, 50582, 50575, 50572]","[0, 4, 4, 1]",MOTORCYCLIST
50575,2120.3,495815.5295,5405798.393,0,0,297.2,0,0,199.2,"[50572, 50587, 50575, 47646, 50582]","[1, 3, 4, 0, 4]",MOTORCYCLIST
50575,2120.4,495815.3761,5405798.534,0,0,302.8,0,0,307.6,"[50582, 47646, 50587, 50575]","[4, 0, 3, 4]",MOTORCYCLIST
50575,2120.5,495815.2056,5405798.662,None,None,None,None,None,None,"[47646, 50587, 50575, 50582]","[0, 3, 4, 4]",MOTORCYCLIST
50575,2120.6,495815.0719,5405798.789,None,None,None,None,None,None,"[47646, 50587, 50575, 50582]","[0, 3, 4, 4]",MOTORCYCLIST
50575,2120.7,495814.9611,5405798.912,None,None,None,None,None,None,"[50582, 50575, 50587, 47646]","[4, 4, 3, 0]",MOTORCYCLIST
50575,2120.8,495814.8698,5405799.028,None,None,None,None,None,None,"[50587, 47646, 50582, 50590, 50575]","[3, 0, 4, 3, 4]",MOTORCYCLIST
50575,2120.9,495814.7888,5405799.145,None,None,None,None,None,None,"[50587, 47646, 50582, 50575]","[3, 0, 4, 4]",MOTORCYCLIST
50575,2121,495814.7068,5405799.265,None,None,None,None,None,None,"[50582, 50575, 50587, 47646]","[4, 4, 3, 0]",MOTORCYCLIST
50575,2121.1,495814.6033,5405799.41,None,None,None,None,None,None,"[47646, 50582, 50575, 50587]","[0, 4, 4, 3]",MOTORCYCLIST
50575,2121.2,495814.503,5405799.578,None,None,None,None,None,None,"[50582, 50575, 50587, 47646]","[4, 4, 3, 0]",MOTORCYCLIST
50575,2121.3,495814.4279,5405799.756,None,None,None,None,None,None,"[47646, 50587, 50575, 50582]","[0, 3, 4, 4]",MOTORCYCLIST
50575,2121.4,495814.3619,5405799.939,None,None,None,None,None,None,"[47646, 50587, 50575, 50582]","[0, 3, 4, 4]",MOTORCYCLIST
50575,2121.5,495814.3184,5405800.149,None,None,None,None,None,None,"[47646, 50587, 50575, 50582]","[0, 3, 4, 4]",MOTORCYCLIST
50575,2121.6,495814.2802,5405800.373,None,None,None,None,None,None,"[47646, 50587, 50575, 50582]","[0, 3, 4, 4]",MOTORCYCLIST
50575,2121.7,495814.2226,5405800.571,None,None,None,None,None,None,"[50575, 50587, 50582, 47646]","[4, 3, 4, 0]",MOTORCYCLIST
50575,2121.8,495814.1743,5405800.752,None,None,None,None,None,None,"[50582, 47646, 50587, 50575]","[4, 0, 3, 4]",MOTORCYCLIST
50575,2121.9,495814.1246,5405800.918,None,None,None,None,None,None,"[50575, 50587, 47646, 50582]","[4, 3, 0, 4]",MOTORCYCLIST
50575,2122,495814.0709,5405801.071,None,None,None,None,None,None,"[50575, 50582, 47646, 50587]","[4, 4, 0, 3]",MOTORCYCLIST
50575,2122.1,495814.0223,5405801.212,None,None,None,None,None,None,"[50575, 50582, 47646, 50587]","[4, 4, 0, 3]",MOTORCYCLIST
50575,2122.2,495813.9828,5405801.354,None,None,None,None,None,None,"[47646, 50582, 50575, 50587]","[0, 4, 4, 3]",MOTORCYCLIST
50575,2122.3,495813.9517,5405801.514,None,None,None,None,None,None,"[47646, 50587, 50575]","[0, 3, 4]",MOTORCYCLIST
50575,2122.4,495813.9214,5405801.665,None,None,None,None,None,None,"[50575, 50587, 47646]","[4, 3, 0]",MOTORCYCLIST
50575,2122.5,495813.8901,5405801.811,None,None,None,None,None,None,"[47646, 50587, 50575]","[0, 3, 4]",MOTORCYCLIST
50575,2122.6,495813.8564,5405801.949,None,None,None,None,None,None,"[47646, 50587, 50592, 50575]","[0, 3, 3, 4]",MOTORCYCLIST
50575,2122.7,495813.8249,5405802.087,None,None,None,None,None,None,"[47646, 50587, 50592, 50575]","[0, 3, 3, 4]",MOTORCYCLIST
50575,2122.8,495813.7934,5405802.225,None,None,None,None,None,None,"[50575, 50592, 50587, 47646]","[4, 3, 3, 0]",MOTORCYCLIST
50575,2122.9,495813.7591,5405802.358,None,None,None,None,None,None,"[50575, 50593, 50592, 50587, 47646]","[4, 3, 3, 3, 0]",MOTORCYCLIST
50575,2123,495813.7173,5405802.482,None,None,None,None,None,None,"[50575, 47646, 50592, 50587]","[4, 0, 3, 3]",MOTORCYCLIST
50575,2123.1,495813.6737,5405802.611,None,None,None,None,None,None,"[47646, 50587, 50592, 50575]","[0, 3, 3, 4]",MOTORCYCLIST
50575,2123.2,495813.6325,5405802.736,None,None,None,None,None,None,"[50592, 47646, 50587, 50575]","[3, 0, 3, 4]",MOTORCYCLIST
50575,2123.3,495813.5943,5405802.866,None,None,None,None,None,None,"[50587, 50575, 50592, 47646]","[3, 4, 3, 0]",MOTORCYCLIST
50575,2123.4,495813.5611,5405803.006,None,None,None,None,None,None,"[47646, 50592, 50575, 50587]","[0, 3, 4, 3]",MOTORCYCLIST
50575,2123.5,495813.5357,5405803.152,None,None,None,None,None,None,"[50575, 50592, 50587, 47646]","[4, 3, 3, 0]",MOTORCYCLIST
50575,2123.6,495813.5017,5405803.296,None,None,None,None,None,None,"[50575, 50592, 50587, 47646]","[4, 3, 3, 0]",MOTORCYCLIST
50126,1797.1,496152.7922,5405735.825,-3.9834,0,191.2,-2.48963,0,171.6,"[47646, 50115, 50113, 50110, 50112, 50124, 50123, 50122, 50120, 50119, 50118, 50126]","[0, 4, 4, 3, 4, 3, 3, 3, 3, 3, 3, 4]",EGO CAR
50126,1797.2,496152.9606,5405735.82,-3.48548,0,188,1.38755,1.2,165.6,"[50126, 47646, 50118, 50119, 50120, 50122, 50123, 50124, 50112, 50113, 50115]","[4, 0, 3, 3, 3, 3, 3, 3, 4, 4, 4]",EGO CAR
50126,1797.3,496153.1668,5405735.775,0,0,192,0,4.2,170,"[50115, 50113, 50112, 50124, 50123, 50120, 50119, 50118, 47646, 50122, 50126]","[4, 4, 4, 3, 3, 3, 3, 3, 0, 3, 4]",EGO CAR
50126,1797.4,496153.3349,5405735.721,0,0,191.2,0,7.4,175.2,"[50113, 50112, 50124, 50123, 50122, 50120, 50119, 50118, 47646, 50126, 50115]","[4, 4, 3, 3, 3, 3, 3, 3, 0, 4, 4]",EGO CAR
50126,1797.5,496153.5412,5405735.693,0,0,189.6,0,8,164.8,"[50112, 50123, 50122, 50120, 50118, 47646, 50126, 50115, 50113, 50124]","[4, 3, 3, 3, 3, 0, 4, 4, 4, 3]",EGO CAR
50126,1797.6,496153.712,5405735.66,0,0,190.4,0,1,166.8,"[47646, 50126, 50115, 50113, 50112, 50124, 50123, 50122, 50120, 50118]","[0, 4, 4, 4, 4, 3, 3, 3, 3, 3]",EGO CAR
50126,1797.7,496153.8409,5405735.635,0,0,197.2,0,5.8,168.8,"[50126, 47646, 50118, 50120, 50122, 50123, 50112, 50113, 50115]","[4, 0, 3, 3, 3, 3, 4, 4, 4]",EGO CAR
50126,1797.8,496153.9702,5405735.607,-1,-13.8,192.4,-8,0,158,"[47646, 50118, 50120, 50122, 50123, 50112, 50113, 50115, 50126]","[0, 3, 3, 3, 3, 4, 4, 4, 4]",EGO CAR
50126,1797.9,496154.0834,5405735.555,-4.8,-17.6,178.4,-8.8,0,164,"[47646, 50118, 50120, 50122, 50123, 50112, 50113, 50115, 50126]","[0, 3, 3, 3, 3, 4, 4, 4, 4]",EGO CAR
50126,1798,496154.1777,5405735.509,0,-12,196.4,0,0,159.6,"[50126, 50115, 50113, 50112, 50123, 50122, 50120, 50118, 47646]","[4, 4, 4, 4, 3, 3, 3, 3, 0]",EGO CAR
50126,1798.1,496154.3039,5405735.489,0,-16,196.4,0,0,152.4,"[47646, 50123, 50112, 50113, 50115, 50126, 50118, 50120]","[0, 3, 4, 4, 4, 4, 3, 3]",EGO CAR
50126,1798.2,496154.4215,5405735.464,0.930864,-4.90123,179.496,2,0,159.501,"[50123, 50126, 50115, 50113, 50112, 50120, 50118, 47646]","[3, 4, 4, 4, 4, 3, 3, 0]",EGO CAR
50126,1798.3,496154.5433,5405735.448,0,0,191.743,0,-4.93827,159.081,"[50126, 47646, 50120, 50123, 50129, 50130, 50112, 50113, 50115]","[4, 0, 3, 3, 3, 3, 4, 4, 4]",EGO CAR
50126,1798.4,496154.6666,5405735.444,0,0,190,0,-2.96296,164.069,"[50123, 47646, 50120, 50129, 50130, 50112, 50113, 50115, 50126]","[3, 0, 3, 3, 3, 4, 4, 4, 4]",EGO CAR
50126,1798.5,496154.7696,5405735.431,0,0,188.8,0,-1.48148,169.037,"[50130, 50126, 50115, 50113, 50112, 50129, 50123, 50120, 47646]","[3, 4, 4, 4, 4, 3, 3, 3, 0]",EGO CAR
50126,1798.6,496154.8789,5405735.427,0,0,203.6,0,-1.48148,171.625,"[50123, 47646, 50115, 50126, 50113, 50112, 50130, 50129, 50120]","[3, 0, 4, 4, 4, 4, 3, 3, 3]",EGO CAR
50126,1798.7,496154.9842,5405735.429,0,0,192.143,-3.2,-2.46914,173.225,"[47646, 50120, 50123, 50129, 50130, 50112, 50113, 50115, 50126]","[0, 3, 3, 3, 3, 4, 4, 4, 4]",EGO CAR
50126,1798.8,496155.0813,5405735.438,None,None,None,None,None,None,"[47646, 50120, 50129, 50130, 50112, 50113, 50115, 50126]","[0, 3, 3, 3, 4, 4, 4, 4]",EGO CAR
50126,1798.9,496155.1823,5405735.471,0,0,193.6,0,0,181.6,"[50131, 50126, 50115, 50113, 47646, 50120, 50129, 50130, 50112]","[3, 4, 4, 4, 0, 3, 3, 3, 4]",EGO CAR
50126,1799,496155.2905,5405735.486,0,0,205.2,0,0,188.8,"[50126, 47646, 50120, 50129, 50131, 50130, 50113, 50115]","[4, 0, 3, 3, 3, 3, 4, 4]",EGO CAR
50126,1799.1,496155.3853,5405735.529,None,None,None,None,None,None,"[50115, 47646, 50130, 50129, 50113, 50131, 50120, 50126]","[4, 0, 3, 3, 4, 3, 3, 4]",EGO CAR
50126,1799.2,496155.4603,5405735.588,None,None,None,None,None,None,"[50129, 47646, 50126, 50115, 50113, 50131, 50130, 50120]","[3, 0, 4, 4, 4, 3, 3, 3]",EGO CAR
50126,1799.3,496155.5487,5405735.631,None,None,None,None,None,None,"[50120, 47646, 50126, 50115, 50113, 50131, 50130, 50129]","[3, 0, 4, 4, 4, 3, 3, 3]",EGO CAR
50126,1799.4,496155.6328,5405735.663,None,None,None,None,None,None,"[50113, 47646, 50120, 50129, 50130, 50131, 50115, 50126]","[4, 0, 3, 3, 3, 3, 4, 4]",EGO CAR
50126,1799.5,496155.7006,5405735.684,None,None,None,None,None,None,"[50113, 50130, 47646, 50120, 50129, 50126, 50115]","[4, 3, 0, 3, 3, 4, 4]",EGO CAR
50126,1799.6,496155.7732,5405735.694,None,None,None,None,None,None,"[50126, 50115, 47646, 50120, 50129, 50130, 50113, 50133]","[4, 4, 0, 3, 3, 3, 4, 3]",EGO CAR
50126,1799.7,496155.8371,5405735.691,None,None,None,None,None,None,"[50113, 50135, 50133, 50130, 50129, 47646, 50126, 50115]","[4, 3, 3, 3, 3, 0, 4, 4]",EGO CAR
50126,1799.8,496155.916,5405735.663,None,None,None,None,None,None,"[50133, 50135, 50136, 50113, 50130, 50115, 47646, 50126, 50129, 50134]","[3, 3, 3, 4, 3, 4, 0, 4, 3, 3]",EGO CAR
50126,1799.9,496155.9799,5405735.638,None,None,None,None,None,None,"[50115, 50126, 47646, 50133, 50130, 50134, 50135, 50136, 50137, 50138, 50113]","[4, 4, 0, 3, 3, 3, 3, 3, 3, 3, 4]",EGO CAR
50126,1800,496156.0406,5405735.617,None,None,None,None,None,None,"[50134, 50130, 47646, 50126, 50115, 50113, 50138, 50137, 50136, 50135, 50133]","[3, 3, 0, 4, 4, 4, 3, 3, 3, 3, 3]",EGO CAR
